Name,Size_of_the_bottle,MRP_of_the_bottle,Price_of_the_bottle,1Mg_URL
Dr. Reckeweg Avena Sat Mother Tincture Q,100 ml,₹860,₹839,https://www.1mg.com/otc/dr.-reckeweg-avena-sat-mother-tincture-q-otc573733
SBL Natrum Phosphoricum Biochemic Tablet 30X,25 gm,₹110,₹97.9,https://www.1mg.com/otc/sbl-natrum-phosphoricum-biochemic-tablet-30x-otc330948
SBL Baptisia Tinctoria Dilution 30 CH,30 ml,₹100,₹92.5,https://www.1mg.com/otc/sbl-baptisia-tinctoria-dilution-30-ch-otc345998
Dr Willmar Schwabe India Senega Mother Tincture Q,30 ml,₹240,₹214,https://www.1mg.com/otc/dr-willmar-schwabe-india-senega-mother-tincture-q-otc391653
SBL Capsicum Annuum Dilution 30 CH,30 ml,₹100,₹92,https://www.1mg.com/otc/sbl-capsicum-annuum-dilution-30-ch-otc346098
Adven Hemotone Tablet,210 tablets,₹475,₹388,https://www.1mg.com/otc/adven-hemotone-tablet-otc726225
Bakson's Homeopathy Alfalfa Tonic Sugar Free,450 ml,₹340,₹300,https://www.1mg.com/otc/bakson-s-homeopathy-alfalfa-tonic-sugar-free-otc502629
SBL Ocimum Sanctum Dilution 200 CH,30 ml,₹115,₹106,https://www.1mg.com/otc/sbl-ocimum-sanctum-dilution-200-ch-otc355300
Dr. Reckeweg Alumina Dilution 200 CH,11 ml,₹170,₹167,https://www.1mg.com/otc/dr.-reckeweg-alumina-dilution-200-ch-otc335962
SBL Iodium Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-iodium-dilution-200-ch-otc347966
Lord's Yohimbinum Trituration Tablet 3X,25 gm,₹170,₹156,https://www.1mg.com/otc/lord-s-yohimbinum-trituration-tablet-3x-otc561081
Medisynth Beckoment Cream,20 gm,₹80,₹76,https://www.1mg.com/otc/medisynth-beckoment-cream-otc789353
Medisynth Arnikesh Oil,100 ml,₹130,₹117,https://www.1mg.com/otc/medisynth-arnikesh-oil-otc358409
SBL Sabina Dilution 30 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-sabina-dilution-30-ch-otc348636
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
SBL Selenium Dilution 1000 CH,30 ml,₹140,₹120,https://www.1mg.com/otc/sbl-selenium-dilution-1000-ch-otc348686
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
ADEL Arnica Dilution 200,10 ml,₹180,₹165,https://www.1mg.com/otc/adel-arnica-dilution-200-otc328693
Dr Willmar Schwabe India Sarsaparilla Mother Tincture Q,30 ml,₹220,₹181,https://www.1mg.com/otc/dr-willmar-schwabe-india-sarsaparilla-mother-tincture-q-otc391633
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Dr. Reckeweg Chelidonium Maj Dilution 30 CH,11 ml,NA,MRP₹145,https://www.1mg.com/otc/dr.-reckeweg-chelidonium-maj-dilution-30-ch-otc326841
Bhandari Bach Flower Mimulus 30,30 ml,₹130,₹109,https://www.1mg.com/otc/bhandari-bach-flower-mimulus-30-otc386799
Dr Willmar Schwabe India Rosmarinus Officinalis Dilution 30 CH,30 ml,₹100,₹98,https://www.1mg.com/otc/dr-willmar-schwabe-india-rosmarinus-officinalis-dilution-30-ch-otc393391
Dr. Reckeweg Stramonium Dilution 200 CH,11 ml,NA,MRP₹160,https://www.1mg.com/otc/dr.-reckeweg-stramonium-dilution-200-ch-otc331641
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
SBL Orthomuv Gel,25 gm,₹95,₹84.6,https://www.1mg.com/otc/sbl-orthomuv-gel-otc331002
Dr. Reckeweg Syphilinum Dilution 1000 CH,11 ml,₹195,₹174,https://www.1mg.com/otc/dr.-reckeweg-syphilinum-dilution-1000-ch-otc331610
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Healwell Tricho Drop,30 ml,₹170,₹153,https://www.1mg.com/otc/healwell-tricho-drop-otc399878
Dr. Reckeweg Kali Bromatum Dilution 30 CH,11 ml,₹145,₹116,https://www.1mg.com/otc/dr.-reckeweg-kali-bromatum-dilution-30-ch-otc326703
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Dr. Reckeweg Gelsemium Mother Tincture Q,20 ml,NA,MRP₹295,https://www.1mg.com/otc/dr.-reckeweg-gelsemium-mother-tincture-q-otc327741
Allen's Boroallen Antiseptic Cream,20 gm,NA,MRP₹65,https://www.1mg.com/otc/allen-s-boroallen-antiseptic-cream-otc498990
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Pioneer Pharma Psorinum Globules Pellet Multidose Pills 200 CH,150 tablets,NA,MRP₹120,https://www.1mg.com/otc/pioneer-pharma-psorinum-globules-pellet-multidose-pills-200-ch-otc921207
SBL Viburnum Opulus Mother Tincture Q,30 ml,₹125,₹122,https://www.1mg.com/otc/sbl-viburnum-opulus-mother-tincture-q-otc348874
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Dr Willmar Schwabe India Cantharis Dilution 200 CH,30 ml,₹115,₹101,https://www.1mg.com/otc/dr-willmar-schwabe-india-cantharis-dilution-200-ch-otc398608
Medisynth Bio-chemic Combination No.20 Skin Diseases,25 gm,₹105,₹94.5,https://www.1mg.com/otc/medisynth-bio-chemic-combination-no.20-skin-diseases-otc885109
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Dr Willmar Schwabe India Cydonia Vulgaris Dilution 1M,30 ml,₹140,₹126,https://www.1mg.com/otc/dr-willmar-schwabe-india-cydonia-vulgaris-dilution-1m-otc401171
SBL Hekla Lava Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-hekla-lava-dilution-200-ch-otc347848
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Dr Willmar Schwabe India Bio-Combination 28 (BC 28) Tablet,20 gm,₹95,₹87,https://www.1mg.com/otc/dr-willmar-schwabe-india-bio-combination-28-bc-28-tablet-otc338289
Kent's Rheumatone Syrup Sugar Free,200 ml,₹180,₹152,https://www.1mg.com/otc/kent-s-rheumatone-syrup-sugar-free-otc802576
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Dr. S.C.Deb's Rheumalin Pain Killer Oil,100 ml,₹180,₹171,https://www.1mg.com/otc/dr.-s.c.deb-s-rheumalin-pain-killer-oil-otc684606
Dr. Reckeweg Cocculus Indica Dilution 30 CH,11 ml,NA,MRP₹145,https://www.1mg.com/otc/dr.-reckeweg-cocculus-indica-dilution-30-ch-otc326820
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Dr Willmar Schwabe India Magnesia Phosphoricum Biochemic Tablet 6X,550 gm,₹681,₹617,https://www.1mg.com/otc/dr-willmar-schwabe-india-magnesia-phosphoricum-biochemic-tablet-6x-otc448614
Dr Willmar Schwabe Germany Lycopodium Clavatum Dilution 30 CH,10 ml,NA,MRP₹180,https://www.1mg.com/otc/dr-willmar-schwabe-germany-lycopodium-clavatum-dilution-30-ch-otc705145
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Allen A46 Anti Dandruff Drop,30 ml,₹170,₹158,https://www.1mg.com/otc/allen-a46-anti-dandruff-drop-otc330333
SBL Bryophyllum Calycinum Mother Tincture Q,30 ml,₹105,₹89,https://www.1mg.com/otc/sbl-bryophyllum-calycinum-mother-tincture-q-otc338799
Dr Willmar Schwabe India Chenopodium Anthelminticum Dilution 6 CH,30 ml,₹100,₹77.6,https://www.1mg.com/otc/dr-willmar-schwabe-india-chenopodium-anthelminticum-dilution-6-ch-otc399085
Dr. Reckeweg Acid Phosph Mother Tincture Q,100 ml,₹860,₹763,https://www.1mg.com/otc/dr.-reckeweg-acid-phosph-mother-tincture-q-otc575928
Dr Willmar Schwabe India Ratanhia Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/dr-willmar-schwabe-india-ratanhia-dilution-30-ch-otc393619
REPL Dr. Advice No.84 Prostate Gland Drop,30 ml,₹180,₹160,https://www.1mg.com/otc/repl-dr.-advice-no.84-prostate-gland-drop-otc339433
Boericke and Tafel Cleansing Neem Face Wash,60 ml,₹80,₹67,https://www.1mg.com/otc/boericke-and-tafel-cleansing-neem-face-wash-otc498708
German's 536 Left Ovarian Cyst Drop,30 ml,₹170,₹158,https://www.1mg.com/otc/german-s-536-left-ovarian-cyst-drop-otc649949
REPL Dr. Advice No.79 Psoriasis Drop,30 ml,₹180,₹171,https://www.1mg.com/otc/repl-dr.-advice-no.79-psoriasis-drop-otc339425
Pioneer Pharma Bryonia Globules Pellet Multidose Pills 200 CH,150 tablets,₹120,₹107,https://www.1mg.com/otc/pioneer-pharma-bryonia-globules-pellet-multidose-pills-200-ch-otc822893
Rxhomeo Pulsatilla 1M Pellets,NA,₹150,₹78,https://www.1mg.com/otc/rxhomeo-pulsatilla-1m-pellets-otc759164
Dr Willmar Schwabe India Alfalfa Tonic Homeopathic Medicine Sugar Free,100 ml,₹170,₹155,https://www.1mg.com/otc/dr-willmar-schwabe-india-alfalfa-tonic-homeopathic-medicine-sugar-free-otc407042
Dr Willmar Schwabe India Argentum Nitricum Dilution 200 CH,30 ml,₹115,₹96,https://www.1mg.com/otc/dr-willmar-schwabe-india-argentum-nitricum-dilution-200-ch-otc396537
SBL Pulsatilla Nigricans Mother Tincture Q,30 ml,₹425,₹377,https://www.1mg.com/otc/sbl-pulsatilla-nigricans-mother-tincture-q-otc348956
SBL Guaiacum Dilution 30 CH,30 ml,₹100,₹92,https://www.1mg.com/otc/sbl-guaiacum-dilution-30-ch-otc347814
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Lord's Tone Up Rejuvenator Tonic,180 ml,₹215,₹200,https://www.1mg.com/otc/lord-s-tone-up-rejuvenator-tonic-otc392903
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Combo Pack of Dr. Reckeweg R89 Hair Care Drop & SBL Jaborandi Mother Tincture Q (30ml Each),NA,₹480,₹420,https://www.1mg.com/otc/combo-pack-of-dr.-reckeweg-r89-hair-care-drop-sbl-jaborandi-mother-tincture-q-30ml-each-otc793416
Dr. Johns John Pile-H Drop,30 ml,₹140,₹126,https://www.1mg.com/otc/dr.-johns-john-pile-h-drop-otc390185
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
SBL Kali Sulphuricum Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-kali-sulphuricum-dilution-30-ch-otc348058
Dr Willmar Schwabe Germany Berberis Pentarkan Ptk. 15 Tablet,20 gm,₹295,₹263,https://www.1mg.com/otc/dr-willmar-schwabe-germany-berberis-pentarkan-ptk.-15-tablet-otc672534
Hapdco Gastorin Syrup,450 ml,₹290,₹258,https://www.1mg.com/otc/hapdco-gastorin-syrup-otc357555
SBL Croton Tiglium Dilution 30 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-croton-tiglium-dilution-30-ch-otc346455
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Sunny Herbals Turmeric Soap,75 gm,₹55,₹47,https://www.1mg.com/otc/sunny-herbals-turmeric-soap-otc499058
Dr. Reckeweg Ceanothus A Mother Tincture Q,20 ml,₹315,₹289,https://www.1mg.com/otc/dr.-reckeweg-ceanothus-a-mother-tincture-q-otc327773
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Dr Willmar Schwabe India Calcarea Carbonicum Trituration Tablet 6X,20 gm,₹150,₹134,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-carbonicum-trituration-tablet-6x-otc400824
Dr. Reckeweg Iodium Dilution 30 CH,11 ml,₹145,₹125,https://www.1mg.com/otc/dr.-reckeweg-iodium-dilution-30-ch-otc326722
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
SBL Cholesterinum Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-cholesterinum-dilution-200-ch-otc346160
Dr Willmar Schwabe India Calcarea Fluorica Biochemic Tablet 12X,550 gm,₹680,₹619,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-fluorica-biochemic-tablet-12x-otc448582
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Allen A32 Gout Drop,30 ml,₹170,₹143,https://www.1mg.com/otc/allen-a32-gout-drop-otc330399
Bjain Omeo Liver Syrup,500 ml,₹310,₹282,https://www.1mg.com/otc/bjain-omeo-liver-syrup-otc426048
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
SBL Psorinum Dilution 1000 CH,30 ml,₹140,₹112,https://www.1mg.com/otc/sbl-psorinum-dilution-1000-ch-otc348551
Dr. Reckeweg Thuja Occ Dilution CM CH,11 ml,₹290,₹289,https://www.1mg.com/otc/dr.-reckeweg-thuja-occ-dilution-cm-ch-otc375413
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
SBL Astacus Fluviatilis Dilution 30 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-astacus-fluviatilis-dilution-30-ch-otc351218
SBL Triticum Repens Mother Tincture Q,30 ml,₹240,₹226,https://www.1mg.com/otc/sbl-triticum-repens-mother-tincture-q-otc338560
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Dr. Reckeweg Insulin Dilution 30 CH,11 ml,NA,MRP₹135,https://www.1mg.com/otc/dr.-reckeweg-insulin-dilution-30-ch-otc326723
Dr Willmar Schwabe India Kalmia Latifolia Mother Tincture Q,30 ml,₹240,₹233,https://www.1mg.com/otc/dr-willmar-schwabe-india-kalmia-latifolia-mother-tincture-q-otc391234
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Allen A59 Tumour Drop,30 ml,₹170,₹142,https://www.1mg.com/otc/allen-a59-tumour-drop-otc330275
Dr Willmar Schwabe India Phosphorus Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-phosphorus-dilution-200-ch-otc394227
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Bakson's Homeopathy Magnesium Phosphoricum Biochemic Tablet 3X,NA,₹105,₹80,https://www.1mg.com/otc/bakson-s-homeopathy-magnesium-phosphoricum-biochemic-tablet-3x-otc695222
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Dr Willmar Schwabe India Calcarea Sulphurica Biochemic Tablet 6X,20 gm,₹95,₹80,https://www.1mg.com/otc/dr-willmar-schwabe-india-calcarea-sulphurica-biochemic-tablet-6x-otc338143
SBL Prednisone Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/sbl-prednisone-dilution-200-ch-otc356363
Dr. Reckeweg Robinia Pseu Dilution 6 CH,11 ml,₹145,₹129,https://www.1mg.com/otc/dr.-reckeweg-robinia-pseu-dilution-6-ch-otc375066
Pioneer Pharma Arnica Montana Globules Pellet Multidose Pills 30 CH,150 tablets,₹120,₹96,https://www.1mg.com/otc/pioneer-pharma-arnica-montana-globules-pellet-multidose-pills-30-ch-otc901001
Sunny Herbals Body Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-body-oil-otc400474
SBL Cortisone Dilution 30 CH,30 ml,₹100,₹93,https://www.1mg.com/otc/sbl-cortisone-dilution-30-ch-otc352163
Bakson's Homeopathy Natrum Muriaticum Biochemic Tablet 6X,NA,₹105,₹94,https://www.1mg.com/otc/bakson-s-homeopathy-natrum-muriaticum-biochemic-tablet-6x-otc695233
Dr. Reckeweg China Dilution 6 CH,11 ml,₹135,₹118,https://www.1mg.com/otc/dr.-reckeweg-china-dilution-6-ch-otc373344
Wheezal Hymusa Syrup,120 ml,₹155,₹138,https://www.1mg.com/otc/wheezal-hymusa-syrup-otc339157
Dr Willmar Schwabe India Conium Maculatum Dilution 30 CH,30 ml,₹100,₹84,https://www.1mg.com/otc/dr-willmar-schwabe-india-conium-maculatum-dilution-30-ch-otc400576
Bjain Omeo Arthritis Syrup,500 ml,₹335,₹333,https://www.1mg.com/otc/bjain-omeo-arthritis-syrup-otc425889
Ralson Remedies Liveno Liver Tonic,450 ml,₹320,₹292,https://www.1mg.com/otc/ralson-remedies-liveno-liver-tonic-otc455735
Bjain Belladonna Dilution 200 CH,100 ml,₹190,₹139,https://www.1mg.com/otc/bjain-belladonna-dilution-200-ch-otc435080
Dr Willmar Schwabe India Alpha - MS Tablet,20 gm,₹190,₹159,https://www.1mg.com/otc/dr-willmar-schwabe-india-alpha-ms-tablet-otc326046
Allen Crack Care Cream,25 gm,₹100,₹89,https://www.1mg.com/otc/allen-crack-care-cream-otc330460
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
SBL Atista Radix Mother Tincture Q,30 ml,₹105,₹91,https://www.1mg.com/otc/sbl-atista-radix-mother-tincture-q-otc338809
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Bakson's Homeopathy Menso Aid Syrup,450 ml,₹305,₹274,https://www.1mg.com/otc/bakson-s-homeopathy-menso-aid-syrup-otc502872
SBL Kali Nitricum Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-kali-nitricum-dilution-30-ch-otc348048
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Dr Willmar Schwabe India Phytolacca Dilution 200 CH,30 ml,₹115,₹90,https://www.1mg.com/otc/dr-willmar-schwabe-india-phytolacca-dilution-200-ch-otc394178
Dr Willmar Schwabe India Euphrasia Officinalis Dilution 30 CH,30 ml,NA,MRP₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-euphrasia-officinalis-dilution-30-ch-otc402768
Allen A28 Rheumatism Drop,30 ml,₹170,₹156,https://www.1mg.com/otc/allen-a28-rheumatism-drop-otc330402
ADEL Ashwagandha Mother Tincture Q,20 ml,₹340,₹286,https://www.1mg.com/otc/adel-ashwagandha-mother-tincture-q-otc327040
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
SBL Corallium Rubrum Dilution 30 CH,30 ml,₹100,₹67,https://www.1mg.com/otc/sbl-corallium-rubrum-dilution-30-ch-otc346441
Bakson's Homeopathy Ferrum Phosphoricum Biochemic Tablet 12X,NA,₹120,₹113,https://www.1mg.com/otc/bakson-s-homeopathy-ferrum-phosphoricum-biochemic-tablet-12x-otc695138
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
SBL Oleander Dilution 30 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-oleander-dilution-30-ch-otc348439
Bakson's Homeopathy Graphites Ointment,25 gm,₹75,₹72,https://www.1mg.com/otc/bakson-s-homeopathy-graphites-ointment-otc326022
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Dr Willmar Schwabe India Topi MP Gel,25 gm,₹85,₹76,https://www.1mg.com/otc/dr-willmar-schwabe-india-topi-mp-gel-otc327406
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Bakson B25 Acne Drop,30 ml,₹185,₹148,https://www.1mg.com/otc/bakson-b25-acne-drop-otc388065
SBL Damiana Dilution 30 CH,30 ml,₹100,₹92.5,https://www.1mg.com/otc/sbl-damiana-dilution-30-ch-otc346490
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
SBL Sulphur Gel,25 gm,₹75,₹69,https://www.1mg.com/otc/sbl-sulphur-gel-otc331008
Lord's Tone Up 5000 Drop,30 ml,₹399,₹307,https://www.1mg.com/otc/lord-s-tone-up-5000-drop-otc392898
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Bakson's Homeopathy Bouchi Oil,60 ml,₹145,₹128,https://www.1mg.com/otc/bakson-s-homeopathy-bouchi-oil-otc502874
Dr Willmar Schwabe India Robinia Pseudocacia Dilution 30 CH,30 ml,₹100,₹91,https://www.1mg.com/otc/dr-willmar-schwabe-india-robinia-pseudocacia-dilution-30-ch-otc393379
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
SBL Dioscorea Villosa Mother Tincture Q,30 ml,₹105,₹102,https://www.1mg.com/otc/sbl-dioscorea-villosa-mother-tincture-q-otc348898
Wheezal Calendula Baby Oil,200 ml,₹240,₹217,https://www.1mg.com/otc/wheezal-calendula-baby-oil-otc339206
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Wheezal Eye Bright Eye Drop,5 ml,₹60,₹56,https://www.1mg.com/otc/wheezal-eye-bright-eye-drop-otc895056
Wheezal Petrolatum-W Pure Petroleum Jelly,50 gm,NA,MRP₹120,https://www.1mg.com/otc/wheezal-petrolatum-w-pure-petroleum-jelly-otc339202
