Name,Size_of_the_bottle,MRP_of_the_bottle,Price_of_the_bottle,1Mg_URL
Bjain Fumaria Officinalis Mother Tincture Q,100 ml,₹295,₹271,https://www.1mg.com/otc/bjain-fumaria-officinalis-mother-tincture-q-otc445383
Lord's Caledula Soap,75 gm,₹70,₹62.1,https://www.1mg.com/otc/lord-s-caledula-soap-otc498899
Dr. Reckeweg Acid Phosphoric Dilution 3X,11 ml,₹135,₹120,https://www.1mg.com/otc/dr.-reckeweg-acid-phosphoric-dilution-3x-otc375712
Bjain Adonis Vernalis Mother Tincture Q,100 ml,₹505,₹454,https://www.1mg.com/otc/bjain-adonis-vernalis-mother-tincture-q-otc444041
SBL Tylophora Indica Mother Tincture Q,30 ml,₹105,₹102,https://www.1mg.com/otc/sbl-tylophora-indica-mother-tincture-q-otc338559
SBL Laurocerasus Dilution 30 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-laurocerasus-dilution-30-ch-otc348114
Pioneer Pharma Pulsatilla Globules Pellet Multidose Pills 200 CH,150 tablets,₹120,₹107,https://www.1mg.com/otc/pioneer-pharma-pulsatilla-globules-pellet-multidose-pills-200-ch-otc822792
Dr. Reckeweg Gelsemium Sempervirens Dilution 200 CH,100 ml,₹760,₹745,https://www.1mg.com/otc/dr.-reckeweg-gelsemium-sempervirens-dilution-200-ch-otc573628
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
SBL Magnesia Carbonicum Dilution 30 CH,30 ml,₹100,₹95,https://www.1mg.com/otc/sbl-magnesia-carbonicum-dilution-30-ch-otc348245
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
SBL X-Ray Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-x-ray-dilution-200-ch-otc348669
SBL Raphanus Sativus Mother Tincture Q,30 ml,₹105,₹95,https://www.1mg.com/otc/sbl-raphanus-sativus-mother-tincture-q-otc338625
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
German's Scalp Care Drop (External),30 ml,₹170,₹145,https://www.1mg.com/otc/german-s-scalp-care-drop-external-otc650074
Dr Willmar Schwabe India Ginseng Dilution 200 CH,30 ml,NA,MRP₹115,https://www.1mg.com/otc/dr-willmar-schwabe-india-ginseng-dilution-200-ch-otc403444
Dr. Reckeweg Collinsonia Can Dilution 200 CH,11 ml,NA,MRP₹170,https://www.1mg.com/otc/dr.-reckeweg-collinsonia-can-dilution-200-ch-otc335469
SBL Mercurius Iodatus Ruber Dilution 200 CH,30 ml,₹115,₹86,https://www.1mg.com/otc/sbl-mercurius-iodatus-ruber-dilution-200-ch-otc348303
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
LDD Bioscience Cratin Kare Drop,30 ml,₹160,₹126,https://www.1mg.com/otc/ldd-bioscience-cratin-kare-drop-otc604932
SBL Lycopodium Clavatum Dilution 10M CH,30 ml,₹315,₹284,https://www.1mg.com/otc/sbl-lycopodium-clavatum-dilution-10m-ch-otc385268
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
SBL Bio-Combination 11 Tablet,450 gm,₹720,₹684,https://www.1mg.com/otc/sbl-bio-combination-11-tablet-otc812879
Healwell Home Kit,460 gm,₹720,₹654,https://www.1mg.com/otc/healwell-home-kit-otc400365
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Haslab Ashoka Elixir Tonic,115 ml,₹110,₹97,https://www.1mg.com/otc/haslab-ashoka-elixir-tonic-otc339489
Dr Willmar Schwabe India Sulphur Dilution 6 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/dr-willmar-schwabe-india-sulphur-dilution-6-ch-otc406089
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Similia Rlpl Anti Uric Drop (30ml Each),NA,₹240,₹216,https://www.1mg.com/otc/similia-rlpl-anti-uric-drop-30ml-each-otc941008
SBL Ruta Graveolens Dilution 10M CH,30 ml,₹315,₹307,https://www.1mg.com/otc/sbl-ruta-graveolens-dilution-10m-ch-otc385312
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
New Life Bach Flower Scleranthus 30,100 ml,₹250,₹240,https://www.1mg.com/otc/new-life-bach-flower-scleranthus-30-otc701190
LDD Bioscience Gasodrop,30 ml,₹160,₹144,https://www.1mg.com/otc/ldd-bioscience-gasodrop-otc652158
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Dr Willmar Schwabe India Apocynum Cannabinum Dilution 30 CH,30 ml,NA,MRP₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-apocynum-cannabinum-dilution-30-ch-otc396324
Dr. Reckeweg Fucus Vesic Mother Tincture Q,100 ml,₹860,₹839,https://www.1mg.com/otc/dr.-reckeweg-fucus-vesic-mother-tincture-q-otc575003
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
SBL Ipecacuanha Mother Tincture Q,30 ml,₹365,₹347,https://www.1mg.com/otc/sbl-ipecacuanha-mother-tincture-q-otc348941
Derma Angel Day Acne Patch Plus,NA,₹549,₹522,https://www.1mg.com/otc/derma-angel-day-acne-patch-plus-otc769458
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Pioneer Pharma Nitric Acid Globules Pellet Multidose Pills 200 CH,150 tablets,₹120,₹93.6,https://www.1mg.com/otc/pioneer-pharma-nitric-acid-globules-pellet-multidose-pills-200-ch-otc822764
SBL Natrum Muriaticum 0/2 LM,20 gm,₹185,₹180,https://www.1mg.com/otc/sbl-natrum-muriaticum-0-2-lm-otc366093
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Lord's Alovee Face Cream,50 gm,₹125,₹115,https://www.1mg.com/otc/lord-s-alovee-face-cream-otc392846
SBL Antimonium Crudum Dilution 1000 CH,30 ml,₹140,₹137,https://www.1mg.com/otc/sbl-antimonium-crudum-dilution-1000-ch-otc345891
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
SBL Calcarea Carbonicum Trituration Tablet 3X,25 gm,₹175,₹156,https://www.1mg.com/otc/sbl-calcarea-carbonicum-trituration-tablet-3x-otc339018
LDD Bioscience LD 32 Piles Drop,30 ml,₹160,₹152,https://www.1mg.com/otc/ldd-bioscience-ld-32-piles-drop-otc723258
Dr. Raj Getup Tablet,25 gm,₹160,₹144,https://www.1mg.com/otc/dr.-raj-getup-tablet-otc549355
Dr. Reckeweg Teucrium Mar Mother Tincture Q,20 ml,₹335,₹290,https://www.1mg.com/otc/dr.-reckeweg-teucrium-mar-mother-tincture-q-otc327492
Sunny Herbals Mud Pack,150 gm,₹190,₹188,https://www.1mg.com/otc/sunny-herbals-mud-pack-otc400482
Dr Willmar Schwabe India Bio-Combination 17 (BC 17) Tablet,550 gm,₹755,₹545,https://www.1mg.com/otc/dr-willmar-schwabe-india-bio-combination-17-bc-17-tablet-otc448563
ADEL Hepar Sulph Dilution 200,10 ml,₹165,₹140,https://www.1mg.com/otc/adel-hepar-sulph-dilution-200-otc334384
Sunny Herbals Hair Serum,100 ml,₹450,₹401,https://www.1mg.com/otc/sunny-herbals-hair-serum-otc503102
Powell's Feverin Syrup,60 ml,₹90,₹80.1,https://www.1mg.com/otc/powell-s-feverin-syrup-otc388625
SBL Sabal Serrulata Dilution 1000 CH,30 ml,₹140,₹131,https://www.1mg.com/otc/sbl-sabal-serrulata-dilution-1000-ch-otc348626
Bjain Ocimum Gratissimum Dilution 3X,12 ml,NA,MRP₹100,https://www.1mg.com/otc/bjain-ocimum-gratissimum-dilution-3x-otc835789
Lord's Livotone Liver Tonic,180 ml,₹150,₹141,https://www.1mg.com/otc/lord-s-livotone-liver-tonic-otc392919
SBL Alfalfa Dilution 30 CH,30 ml,₹100,₹92.5,https://www.1mg.com/otc/sbl-alfalfa-dilution-30-ch-otc350717
Bakson B41 Vitality Drop,30 ml,₹185,₹180,https://www.1mg.com/otc/bakson-b41-vitality-drop-otc388091
Bakson B41 Vitality Drop,30 ml,₹185,₹180,https://www.1mg.com/otc/bakson-b41-vitality-drop-otc388091
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Dr. Reckeweg Trillium Pend Mother Tincture Q,20 ml,NA,MRP₹295,https://www.1mg.com/otc/dr.-reckeweg-trillium-pend-mother-tincture-q-otc327131
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
REPL Dr. Advice No.211 Fissur-En Drop,30 ml,₹180,₹175,https://www.1mg.com/otc/repl-dr.-advice-no.211-fissur-en-drop-otc901852
Dr. Reckeweg Spartium Scop Mother Tincture Q,20 ml,₹335,₹298,https://www.1mg.com/otc/dr.-reckeweg-spartium-scop-mother-tincture-q-otc327263
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Dr. Reckeweg Sulphur Dilution 10M CH,11 ml,₹230,₹228,https://www.1mg.com/otc/dr.-reckeweg-sulphur-dilution-10m-ch-otc375297
Combo Pack of Dr. Reckeweg Berberis Vul Mother Tincture Q & Dr. Reckeweg Hydrangea Mother Tincture Q (20ml Each),NA,₹630,₹544,https://www.1mg.com/otc/combo-pack-of-dr.-reckeweg-berberis-vul-mother-tincture-q-dr.-reckeweg-hydrangea-mother-tincture-q-20ml-each-otc861502
Dr. Reckeweg Sabina Mother Tincture Q,20 ml,NA,MRP₹295,https://www.1mg.com/otc/dr.-reckeweg-sabina-mother-tincture-q-otc327353
New Life Diabesin N Sugar Free Syrup,100 ml,₹100,₹81,https://www.1mg.com/otc/new-life-diabesin-n-sugar-free-syrup-otc326175
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
SBL Jaborandi Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-jaborandi-dilution-200-ch-otc347985
New Life Nervocin Drop,30 ml,₹150,₹125,https://www.1mg.com/otc/new-life-nervocin-drop-otc326172
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
SBL Acid Aceticum Dilution 30 CH,30 ml,₹100,₹97.1,https://www.1mg.com/otc/sbl-acid-aceticum-dilution-30-ch-otc345531
New Life Bach Flower Olive 30,100 ml,₹250,₹242,https://www.1mg.com/otc/new-life-bach-flower-olive-30-otc701255
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
SBL Embelia Ribes Mother Tincture Q,30 ml,₹105,₹97,https://www.1mg.com/otc/sbl-embelia-ribes-mother-tincture-q-otc338742
SBL Penicillinum Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-penicillinum-dilution-200-ch-otc355657
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Dr Willmar Schwabe Germany Nux Vomica Dilution 200,10 ml,NA,MRP₹215,https://www.1mg.com/otc/dr-willmar-schwabe-germany-nux-vomica-dilution-200-otc697449
Bioforce Blooume 104 Bio Hair Tablet,30 gm,₹140,₹132,https://www.1mg.com/otc/bioforce-blooume-104-bio-hair-tablet-otc327206
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Bjain Pulsatilla Nigricans Dilution 200 CH,100 ml,₹190,₹179,https://www.1mg.com/otc/bjain-pulsatilla-nigricans-dilution-200-ch-otc434840
REPL Dr. Advice No.91 Spleen Drop,30 ml,₹180,₹157,https://www.1mg.com/otc/repl-dr.-advice-no.91-spleen-drop-otc339447
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Rxhomeo Belladonna 1M Pellets,NA,₹150,₹78,https://www.1mg.com/otc/rxhomeo-belladonna-1m-pellets-otc758862
German's Sinus Care and Cure Drop,30 ml,₹170,₹136,https://www.1mg.com/otc/german-s-sinus-care-and-cure-drop-otc650057
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Lord's Acid Fluor Dilution 30,30 ml,₹85,₹74.4,https://www.1mg.com/otc/lord-s-acid-fluor-dilution-30-otc677197
Medisynth Gripkoll Gripe Drop,30 ml,₹135,₹122,https://www.1mg.com/otc/medisynth-gripkoll-gripe-drop-otc339313
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Dr. Reckeweg Tarentula Hispanica Dilution 200 CH,11 ml,₹160,₹142,https://www.1mg.com/otc/dr.-reckeweg-tarentula-hispanica-dilution-200-ch-otc331603
SBL Lycopus Virginicus Mother Tincture Q,30 ml,₹330,₹305,https://www.1mg.com/otc/sbl-lycopus-virginicus-mother-tincture-q-otc338666
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Bakson's Homeopathy Serum Anguillae (Eel Serum) Dilution 30,30 ml,₹100,₹97.5,https://www.1mg.com/otc/bakson-s-homeopathy-serum-anguillae-eel-serum-dilution-30-otc782335
Hapdco Kalmegh Forte Syrup,150 ml,₹120,₹108,https://www.1mg.com/otc/hapdco-kalmegh-forte-syrup-otc357795
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
SBL Calcarea Hypophos Trituration Tablet 3X,25 gm,₹165,₹147,https://www.1mg.com/otc/sbl-calcarea-hypophos-trituration-tablet-3x-otc339029
Dr. Reckeweg Alfalfa Mother Tincture Q,100 ml,₹910,₹853,https://www.1mg.com/otc/dr.-reckeweg-alfalfa-mother-tincture-q-otc573729
Dr. Reckeweg Hydrastis Canadensis Dilution 3X,11 ml,NA,MRP₹135,https://www.1mg.com/otc/dr.-reckeweg-hydrastis-canadensis-dilution-3x-otc374037
Dr. Reckeweg Arnica Mont Dilution 200 CH,100 ml,₹805,₹756,https://www.1mg.com/otc/dr.-reckeweg-arnica-mont-dilution-200-ch-otc573581
SBL Justicia Adhatoda Dilution 3 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-justicia-adhatoda-dilution-3-ch-otc353852
SBL Aranea Diadema Dilution 30 CH,30 ml,₹100,₹95,https://www.1mg.com/otc/sbl-aranea-diadema-dilution-30-ch-otc345904
Lord's Arnica Ointment,25 gm,₹70,₹63,https://www.1mg.com/otc/lord-s-arnica-ointment-otc544575
Dr Willmar Schwabe India Candida Albicans Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/dr-willmar-schwabe-india-candida-albicans-dilution-30-ch-otc398544
Dr. Reckeweg Lycopodium Dilution 3X,11 ml,₹135,₹134,https://www.1mg.com/otc/dr.-reckeweg-lycopodium-dilution-3x-otc374457
SBL Mercurius Solubilis Dilution 1000 CH,30 ml,₹140,₹120,https://www.1mg.com/otc/sbl-mercurius-solubilis-dilution-1000-ch-otc348307
LDD Bioscience Mother Tincture Cantharis Q,100 ml,₹550,₹490,https://www.1mg.com/otc/ldd-bioscience-mother-tincture-cantharis-q-otc721521
Allen Fever Syrup,60 ml,₹80,₹75.5,https://www.1mg.com/otc/allen-fever-syrup-otc330317
Rxhomeo Ledum Palustre Pellets 1M,NA,₹150,₹78,https://www.1mg.com/otc/rxhomeo-ledum-palustre-pellets-1m-otc867424
Rxhomeo Zincum Metallicum 200C,NA,₹150,₹78,https://www.1mg.com/otc/rxhomeo-zincum-metallicum-200c-otc868567
St. George’s Bach Flower Mimulus 6 CH,30 ml,₹175,₹160,https://www.1mg.com/otc/st.-george-s-bach-flower-mimulus-6-ch-otc399757
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Rxhomeo Cimicifuga R 200C,NA,₹150,₹78,https://www.1mg.com/otc/rxhomeo-cimicifuga-r-200c-otc858592
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Bjain Sabal Serrulata Mother Tincture Q,30 ml,₹280,₹249,https://www.1mg.com/otc/bjain-sabal-serrulata-mother-tincture-q-otc445110
ADEL Cholesterinum Mother Tincture 2X,20 ml,₹270,₹264,https://www.1mg.com/otc/adel-cholesterinum-mother-tincture-2x-otc782517
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
SBL Aurum Muriaticum Natronatum Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-aurum-muriaticum-natronatum-dilution-200-ch-otc345984
Pioneer Pharma P10 Aphrodisiacs/Love Drop,30 ml,₹160,₹140,https://www.1mg.com/otc/pioneer-pharma-p10-aphrodisiacs-love-drop-otc643442
Dr. Reckeweg Myristica Dilution 200 CH,11 ml,NA,MRP₹160,https://www.1mg.com/otc/dr.-reckeweg-myristica-dilution-200-ch-otc331877
Allen Epilepsy A45 Drop,30 ml,₹170,₹159,https://www.1mg.com/otc/allen-epilepsy-a45-drop-otc755916
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Dr Willmar Schwabe India Bellis Perennis Dilution 30 CH,30 ml,₹100,₹85,https://www.1mg.com/otc/dr-willmar-schwabe-india-bellis-perennis-dilution-30-ch-otc397103
SBL Combo Pack of Stobal Cough Syrup (180ml) & Bio-Combination 6 Tablet (25gm),NA,₹285,₹242,https://www.1mg.com/otc/sbl-combo-pack-of-stobal-cough-syrup-180ml-bio-combination-6-tablet-25gm-otc917379
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Bjain Guaicum Officinalis Mother Tincture Q,30 ml,₹695,₹612,https://www.1mg.com/otc/bjain-guaicum-officinalis-mother-tincture-q-otc445486
Dr Willmar Schwabe India Colocynthis Dilution 30 CH,30 ml,₹100,₹99,https://www.1mg.com/otc/dr-willmar-schwabe-india-colocynthis-dilution-30-ch-otc400301
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Dr. Reckeweg Calendula Off Mother Tincture Q,100 ml,₹860,₹764,https://www.1mg.com/otc/dr.-reckeweg-calendula-off-mother-tincture-q-otc574983
ADEL Damiana Mother Tincture Q,20 ml,₹270,₹242,https://www.1mg.com/otc/adel-damiana-mother-tincture-q-otc327698
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
REPL Diacon Drop,30 ml,₹130,₹123,https://www.1mg.com/otc/repl-diacon-drop-otc339460
SBL Avena Sativa Dilution 200 CH,30 ml,₹115,₹97,https://www.1mg.com/otc/sbl-avena-sativa-dilution-200-ch-otc345990
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Dr Willmar Schwabe India Colchicum Autumnale Mother Tincture Q,30 ml,₹150,₹127,https://www.1mg.com/otc/dr-willmar-schwabe-india-colchicum-autumnale-mother-tincture-q-otc390889
Lord's Brahmi Mother Tincture Q,30 ml,₹100,₹93,https://www.1mg.com/otc/lord-s-brahmi-mother-tincture-q-otc725861
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Dr. Reckeweg Scirrhinum Dilution 200 CH,11 ml,NA,MRP₹160,https://www.1mg.com/otc/dr.-reckeweg-scirrhinum-dilution-200-ch-otc331667
SBL Streptococcinum Dilution 200 CH,30 ml,₹115,₹105,https://www.1mg.com/otc/sbl-streptococcinum-dilution-200-ch-otc358617
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Allen Pancreas A43 Drop,30 ml,₹170,₹159,https://www.1mg.com/otc/allen-pancreas-a43-drop-otc755900
Dr Willmar Schwabe India Nux Vomica Trituration Tablet 6X,20 gm,₹150,₹138,https://www.1mg.com/otc/dr-willmar-schwabe-india-nux-vomica-trituration-tablet-6x-otc400960
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
LDD Bioscience Fraxinus Americana Mother Tincture Q,100 ml,₹490,₹453,https://www.1mg.com/otc/ldd-bioscience-fraxinus-americana-mother-tincture-q-otc723034
SBL Cortisone Dilution 1000 CH,30 ml,₹140,₹133,https://www.1mg.com/otc/sbl-cortisone-dilution-1000-ch-otc352165
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Dr. Reckeweg Ars Sulph Flav Dilution 30 CH,11 ml,NA,MRP₹135,https://www.1mg.com/otc/dr.-reckeweg-ars-sulph-flav-dilution-30-ch-otc375765
Dr. Reckeweg Pulsatilla Dilution 200 CH,100 ml,₹760,₹677,https://www.1mg.com/otc/dr.-reckeweg-pulsatilla-dilution-200-ch-otc574910
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Dr. Reckeweg Bryonia Alba Dilution 10M CH,11 ml,₹215,₹214,https://www.1mg.com/otc/dr.-reckeweg-bryonia-alba-dilution-10m-ch-otc373130
Dr. Reckeweg Syphilinum Dilution 30 CH,11 ml,₹145,₹135,https://www.1mg.com/otc/dr.-reckeweg-syphilinum-dilution-30-ch-otc326398
ADEL Phytolacca Berry. Mother Tincture Q,20 ml,₹300,₹296,https://www.1mg.com/otc/adel-phytolacca-berry.-mother-tincture-q-otc724359
Haslab HC 54 Alfalfa Complex Tablet,20 gm,₹75,₹66.2,https://www.1mg.com/otc/haslab-hc-54-alfalfa-complex-tablet-otc388226
LDD Bioscience Glow-Mex Cream,25 gm,₹100,₹95,https://www.1mg.com/otc/ldd-bioscience-glow-mex-cream-otc628283
SBL Chamomilla Dilution 6 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-chamomilla-dilution-6-ch-otc349118
Organon Carbo Veg Dilution 200,10 ml,NA,MRP₹45,https://www.1mg.com/otc/organon-carbo-veg-dilution-200-otc903067
Dr Willmar Schwabe India Lemna Minor Dilution 200 CH,30 ml,₹115,₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-lemna-minor-dilution-200-ch-otc404821
ADEL Dulcamara Dilution 30,10 ml,₹145,₹143,https://www.1mg.com/otc/adel-dulcamara-dilution-30-otc326554
Bakson's Homeopathy Rhus Tox Dilution 30 CH,30 ml,NA,MRP₹100,https://www.1mg.com/otc/bakson-s-homeopathy-rhus-tox-dilution-30-ch-otc602981
SBL Urea Dilution 30 CH,30 ml,₹100,₹97.5,https://www.1mg.com/otc/sbl-urea-dilution-30-ch-otc348783
Bhandari Bach Flower Impatiens 30,30 ml,₹130,₹122,https://www.1mg.com/otc/bhandari-bach-flower-impatiens-30-otc386865
German's 548 Thyroid Drop,30 ml,₹150,₹130,https://www.1mg.com/otc/german-s-548-thyroid-drop-otc650064
SBL Artemisia Vulgaris Mother Tincture Q,30 ml,₹105,₹102,https://www.1mg.com/otc/sbl-artemisia-vulgaris-mother-tincture-q-otc338813
Dr. Reckeweg Cicuta V Dilution 30 CH,11 ml,NA,MRP₹135,https://www.1mg.com/otc/dr.-reckeweg-cicuta-v-dilution-30-ch-otc326830
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
SBL Histaminum Dilution 12 CH,30 ml,₹100,₹97,https://www.1mg.com/otc/sbl-histaminum-dilution-12-ch-otc353433
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Wheezal Calendula Nectar Prickly Heat Homoeo Cool Powder,100 gm,₹100,₹88,https://www.1mg.com/otc/wheezal-calendula-nectar-prickly-heat-homoeo-cool-powder-otc537012
SBL Lycopodium Clavatum 0/5 LM,20 gm,₹185,₹180,https://www.1mg.com/otc/sbl-lycopodium-clavatum-0-5-lm-otc365598
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Dr Willmar Schwabe India Aurum Metallicum Dilution 200 CH,30 ml,₹115,₹103,https://www.1mg.com/otc/dr-willmar-schwabe-india-aurum-metallicum-dilution-200-ch-otc397789
SBL Holarrhena Antidysenterica Tablet 1X,25 gm,₹141,₹126,https://www.1mg.com/otc/sbl-holarrhena-antidysenterica-tablet-1x-otc330987
Hapdco Arnica Hair Tonic,100 ml,₹120,₹108,https://www.1mg.com/otc/hapdco-arnica-hair-tonic-otc357651
SBL Arnica Montana Fortified Hair Oil Paraben & Mineral Free,100 ml,₹155,₹147,https://www.1mg.com/otc/sbl-arnica-montana-fortified-hair-oil-paraben-mineral-free-otc888399
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Wheezal Ginkgo Biloba 1X MT Tablet,25 gm,₹300,₹267,https://www.1mg.com/otc/wheezal-ginkgo-biloba-1x-mt-tablet-otc834028
SBL Lithium Carbonicum Dilution 200 CH,30 ml,₹115,₹112,https://www.1mg.com/otc/sbl-lithium-carbonicum-dilution-200-ch-otc348179
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
